CarID,Dimensions.Height,Dimensions.Length,Dimensions.Width
1660,24,172,118
1661,188,245,54
1662,221,222,254
1663,231,214,254
1664,254,199,158
1665,254,199,158
1666,229,221,191
1667,214,221,191
1668,229,221,191
1669,3,221,191
1670,19,221,191
1671,3,221,191
1672,208,221,191
1673,3,221,191
1674,19,221,191
1675,3,221,191
1676,3,221,191
1677,19,221,191
1678,183,40,67
1679,183,40,67
1680,183,40,67
1681,183,40,67
1682,233,103,158
1683,17,230,22
1684,17,240,22
1685,17,240,22
1686,17,6,252
1687,17,6,252
1688,246,6,1
1689,17,6,252
1690,17,6,252
1691,17,6,252
1692,28,64,135
1693,28,64,135
1694,28,64,135
1695,28,64,135
1696,28,64,135
1697,28,64,135
1698,210,248,54
1699,210,248,54
1700,17,6,252
1701,175,153,138
1702,175,153,138
1703,175,153,138
1704,175,153,138
1705,175,153,138
1706,175,153,138
1707,173,134,138
1708,173,134,138
1709,178,129,133
1710,178,129,133
1711,135,23,214
1712,135,23,214
1713,135,23,214
1714,135,23,214
1715,135,23,214
1716,135,23,214
1717,135,23,214
1718,135,23,214
1719,165,212,41
1720,165,212,41
1721,165,212,41
1722,165,212,41
1723,191,210,143
1724,191,210,143
1725,191,210,143
1726,191,210,143
1727,191,210,143
1728,191,210,143
1729,214,241,173
1730,214,241,173
1731,214,241,173
1732,214,241,173
1733,214,241,173
1734,214,241,173
1735,214,241,173
1736,214,241,173
1737,214,241,173
1738,252,219,26
1739,252,219,26
1740,252,219,26
1741,252,219,26
1742,252,219,26
1743,229,232,26
1744,229,232,26
1745,195,109,158
1746,195,109,158
1747,195,109,158
1748,195,109,158
1749,190,237,219
1750,190,237,219
1751,190,237,219
1752,190,237,219
1753,190,237,219
1754,190,242,219
1755,190,242,219
1756,190,242,219
1757,190,242,219
1758,190,153,219
1759,190,153,219
1760,190,153,219
1761,190,153,219
1762,252,142,212
1763,252,142,212
1764,252,142,212
1765,252,142,212
1766,252,142,212
1767,252,142,212
1768,252,142,212
1769,252,142,212
1770,252,142,212
1771,190,153,219
1772,190,153,219
1773,190,153,219
1774,190,153,219
1775,252,142,212
1776,11,142,212
1777,252,142,212
1778,11,142,212
1779,252,142,212
1780,11,142,212
1781,190,237,219
1782,190,237,219
1783,190,237,219
1784,190,237,219
1785,190,237,219
1786,190,242,219
1787,190,242,219
1788,190,242,219
1789,190,242,219
1790,180,159,234
1791,180,159,234
1792,57,48,79
1793,57,48,79
1794,57,48,79
1795,57,48,79
1796,57,48,79
1797,57,48,79
1798,57,48,79
1799,57,48,79
1800,57,48,79
1801,57,48,79
1802,57,48,79
1803,79,232,214
1804,79,232,214
1805,79,232,214
1806,79,232,214
1807,94,2,216
1808,94,2,216
1809,94,2,216
1810,94,2,216
1811,11,240,201
1812,11,240,201
1813,54,240,201
1814,54,240,201
1815,54,240,201
1816,54,240,201
1817,54,240,201
1818,54,240,201
1819,190,55,46
1820,190,55,46
1821,190,55,46
1822,190,55,46
1823,190,55,46
1824,190,55,46
1825,190,55,46
1826,193,12,49
1827,193,12,49
1828,193,12,49
1829,193,12,49
1830,193,12,49
1831,193,12,49
1832,193,12,49
1833,193,12,49
1834,193,12,49
1835,193,12,49
1836,191,39,191
1837,196,173,209
1838,196,173,209
1839,191,39,191
1840,196,39,191
1841,196,173,209
1842,218,95,201
1843,221,247,201
1844,221,247,201
1845,218,95,201
1846,150,22,234
1847,23,134,107
1848,23,134,107
1849,23,134,107
1850,115,251,135
1851,115,251,135
1852,115,251,135
1853,150,22,234
1854,150,22,234
1855,221,2,52
1856,221,2,52
1857,221,2,52
1858,221,2,52
1859,221,2,52
1860,221,2,52
1861,221,2,52
1862,221,2,52
1863,221,2,52
1864,221,2,52
1865,115,251,135
1866,115,251,135
1867,142,251,135
1868,165,22,234
1869,221,81,52
1870,183,132,52
1871,183,132,52
1872,183,132,52
1873,183,132,52
1874,183,132,52
1875,228,66,13
1876,254,63,212
1877,254,63,212
1878,254,63,212
1879,165,22,234
1880,254,63,212
1881,254,63,212
1882,254,63,212
1883,254,63,212
1884,254,63,212
1885,254,63,212
1886,23,134,107
1887,23,134,107
1888,23,134,107
1889,23,134,107
1890,170,158,131
1891,170,158,131
1892,170,158,131
1893,94,223,62
1894,228,66,13
1895,244,66,13
1896,228,66,13
1897,244,66,13
1898,170,158,131
1899,170,158,131
1900,170,158,131
1901,221,81,13
1902,233,81,13
1903,221,81,13
1904,233,81,13
1905,74,192,113
1906,74,192,113
1907,74,192,113
1908,74,192,113
1909,221,81,52
1910,233,81,52
1911,221,81,52
1912,233,81,52
1913,183,132,52
1914,183,132,52
1915,183,132,52
1916,183,132,52
1917,183,132,52
1918,183,132,52
1919,183,132,52
1920,183,132,52
1921,181,125,209
1922,181,125,209
1923,181,125,209
1924,181,125,209
1925,181,245,209
1926,181,245,209
1927,181,245,209
1928,181,245,209
1929,181,125,209
1930,181,125,209
1931,181,125,209
1932,181,125,209
1933,181,125,209
1934,181,125,209
1935,181,125,209
1936,181,125,209
1937,203,213,113
1938,203,213,113
1939,203,213,113
1940,190,55,46
1941,190,55,46
1942,190,55,46
1943,190,55,46
1944,190,55,46
1945,190,55,46
1946,190,55,46
1947,57,233,194
1948,57,233,194
1949,57,233,194
1950,57,233,194
1951,57,233,194
1952,57,233,194
1953,57,233,194
1954,57,233,194
1955,57,233,194
1956,57,233,194
1957,190,55,46
1958,190,55,46
1959,190,55,46
1960,190,55,46
1961,190,55,46
1962,190,55,46
1963,190,55,46
1964,190,55,46
1965,190,55,46
1966,198,219,100
1967,198,219,100
1968,198,219,100
1969,186,219,100
1970,198,219,100
1971,198,219,100
1972,198,219,100
1973,198,219,100
1974,198,219,100
1975,9,211,133
1976,9,211,133
1977,27,211,133
1978,27,211,133
1979,9,211,133
1980,168,125,209
1981,168,125,209
1982,168,245,209
1983,168,245,209
1984,168,125,209
1985,168,125,209
1986,168,245,209
1987,168,245,209
1988,168,125,209
1989,168,125,209
1990,168,245,209
1991,168,245,209
1992,168,125,209
1993,168,125,209
1994,168,245,209
1995,168,245,209
1996,168,125,209
1997,168,125,209
1998,168,245,209
1999,168,245,209
2000,220,155,183
2001,220,155,183
2002,220,155,183
2003,220,155,183
2004,220,155,183
2005,220,155,183
2006,230,155,183
2007,230,155,183
2008,230,155,183
2009,230,155,183
2010,230,155,183
2011,230,155,183
2012,220,155,183
2013,220,155,183
2014,220,155,183
2015,220,155,183
2016,220,155,183
2017,220,155,183
2018,230,155,183
2019,230,155,183
2020,230,155,183
2021,230,155,183
2022,61,108,234
2023,61,108,234
2024,61,108,234
2025,61,108,234
2026,61,108,234
2027,172,164,236
2028,172,164,236
2029,188,164,236
2030,61,108,234
2031,61,108,234
2032,61,108,234
2033,61,108,234
2034,61,108,234
2035,74,192,113
2036,74,192,113
2037,74,192,113
2038,74,192,113
2039,244,241,158
2040,244,241,158
2041,148,162,49
2042,148,162,49
2043,224,162,49
2044,224,162,49
2045,224,162,49
2046,224,162,49
2047,224,162,49
2048,224,162,49
2049,224,162,49
2050,224,162,49
2051,224,162,49
2052,224,162,49
2053,224,162,49
2054,224,162,49
2055,244,241,158
2056,244,241,158
2057,139,242,3
2058,244,241,158
2059,244,241,158
2060,168,155,222
2061,148,162,49
2062,148,162,49
2063,224,162,49
2064,224,162,49
2065,224,162,49
2066,224,162,49
2067,224,162,49
2068,224,162,49
2069,224,162,49
2070,224,162,49
2071,224,162,49
2072,224,162,49
2073,224,162,49
2074,224,162,49
2075,224,162,49
2076,224,162,49
2077,224,162,49
2078,224,162,49
2079,224,162,49
2080,224,162,49
2081,244,241,158
2082,244,241,158
2083,180,204,153
2084,180,204,153
2085,222,235,3
2086,222,235,3
2087,222,235,3
2088,222,235,3
2089,222,237,3
2090,222,237,3
2091,222,237,3
2092,222,237,3
2093,222,237,3
2094,222,237,3
2095,222,237,3
2096,222,237,3
2097,189,155,222
2098,168,155,222
2099,162,8,171
2100,189,155,222
2101,168,155,222
2102,189,155,222
2103,20,109,16
2104,30,109,16
2105,20,109,16
2106,30,109,16
2107,30,109,16
2108,20,125,59
2109,20,109,16
2110,20,83,60
2111,119,47,59
2112,119,47,59
2113,168,155,222
2114,189,155,222
2115,168,155,222
2116,189,155,222
2117,188,90,13
2118,188,90,13
2119,188,90,13
2120,188,90,13
2121,188,90,13
2122,247,90,13
2123,247,90,13
2124,247,90,13
2125,247,90,13
2126,168,155,222
2127,189,155,222
2128,188,90,13
2129,188,90,13
2130,188,90,13
2131,188,90,13
2132,188,90,13
2133,247,90,13
2134,247,90,13
2135,247,90,13
2136,247,90,13
2137,180,204,153
2138,180,204,153
2139,228,58,158
2140,228,58,158
2141,228,58,158
2142,20,125,60
2143,30,109,16
2144,20,109,16
2145,20,109,16
2146,30,109,16
2147,20,83,60
2148,27,211,133
2149,9,211,133
2150,9,211,133
2151,9,211,133
2152,27,211,133
2153,189,31,207
2154,189,31,207
2155,189,31,207
2156,189,31,207
2157,189,31,207
2158,128,179,107
2159,128,179,107
2160,128,179,107
2161,128,179,107
2162,128,179,107
2163,128,179,107
2164,120,52,224
2165,120,52,224
2166,57,233,194
2167,57,233,194
2168,57,233,194
2169,57,233,194
2170,57,233,194
2171,57,233,194
2172,57,233,194
2173,57,233,194
2174,112,22,181
2175,112,22,181
2176,112,22,206
2177,112,22,181
2178,148,98,57
2179,112,22,181
2180,148,98,57
2181,112,140,181
2182,112,140,181
2183,112,140,206
2184,112,140,206
2185,112,140,181
2186,148,98,57
2187,112,140,206
2188,148,98,57
2189,112,22,181
2190,112,22,181
2191,112,22,206
2192,112,22,206
2193,112,22,181
2194,148,98,57
2195,112,22,206
2196,148,98,57
2197,112,140,181
2198,112,140,181
2199,112,140,206
2200,112,140,206
2201,112,140,181
2202,112,140,181
2203,112,140,206
2204,112,22,181
2205,112,140,181
2206,112,140,181
2207,112,140,206
2208,112,140,206
2209,112,140,181
2210,148,98,57
2211,127,22,181
2212,148,98,57
2213,112,140,181
2214,112,140,206
2215,112,140,181
2216,112,140,206
2217,112,140,181
2218,112,140,206
2219,112,140,181
2220,112,140,206
2221,112,22,206
2222,119,47,59
2223,119,47,59
2224,11,240,201
2225,11,240,201
2226,54,240,201
2227,54,240,201
2228,54,240,201
2229,54,240,201
2230,54,240,201
2231,228,58,158
2232,228,58,158
2233,228,89,158
2234,228,89,158
2235,193,177,118
2236,193,177,118
2237,193,177,118
2238,224,177,118
2239,224,177,118
2240,224,177,118
2241,224,177,118
2242,224,177,118
2243,22,24,161
2244,22,24,161
2245,214,24,161
2246,214,24,161
2247,22,24,161
2248,120,52,224
2249,120,52,224
2250,120,52,224
2251,120,52,224
2252,120,52,224
2253,120,52,224
2254,224,162,49
2255,120,52,224
2256,156,23,42
2257,186,23,42
2258,186,23,42
2259,186,23,42
2260,119,47,59
2261,119,65,59
2262,172,141,236
2263,172,141,236
2264,188,141,236
2265,172,141,236
2266,94,223,62
2267,172,164,236
2268,188,164,236
2269,172,164,236
2270,200,210,110
2271,200,94,110
2272,200,94,110
2273,200,210,110
2274,200,94,110
2275,200,94,110
2276,200,210,110
2277,148,162,49
2278,148,162,49
2279,224,162,49
2280,224,162,49
2281,224,162,49
2282,224,162,49
2283,224,162,49
2284,224,162,49
2285,200,210,110
2286,200,94,110
2287,200,94,110
2288,200,94,110
2289,200,210,110
2290,200,210,110
2291,200,94,110
2292,200,94,110
2293,166,23,42
2294,156,23,42
2295,156,23,42
2296,156,23,42
2297,156,23,42
2298,229,23,42
2299,156,23,42
2300,200,210,110
2301,200,94,110
2302,255,192,65
2303,255,192,65
2304,255,192,65
2305,255,192,65
2306,255,192,65
2307,200,210,110
2308,255,192,65
2309,213,104,110
2310,213,104,110
2311,203,221,110
2312,203,221,110
2313,150,6,28
2314,239,192,64
2315,239,192,64
2316,239,192,64
2317,239,192,64
2318,239,192,64
2319,239,192,64
2320,239,192,64
2321,239,192,64
2322,239,192,64
2323,239,192,64
2324,77,60,219
2325,77,60,219
2326,77,60,219
2327,111,42,31
2328,111,42,31
2329,124,42,31
2330,114,57,31
2331,114,93,31
2332,148,98,57
2333,148,98,57
2334,148,98,57
2335,148,98,57
2336,148,98,57
2337,148,98,57
2338,148,98,57
2339,148,98,57
2340,148,98,57
2341,148,98,57
2342,148,98,57
2343,148,98,57
2344,148,98,57
2345,148,98,57
2346,255,192,65
2347,255,192,65
2348,161,10,214
2349,161,10,214
2350,161,10,214
2351,161,10,214
2352,161,10,214
2353,161,10,214
2354,30,108,16
2355,20,108,16
2356,20,126,59
2357,30,108,16
2358,20,108,16
2359,20,108,59
2360,30,108,59
2361,161,10,214
2362,161,10,214
2363,163,10,214
2364,161,10,214
2365,161,10,214
2366,163,10,214
2367,111,42,31
2368,111,42,31
2369,124,42,31
2370,114,42,31
2371,158,16,217
2372,158,16,217
2373,158,16,217
2374,158,16,217
2375,158,16,217
2376,158,16,217
2377,158,16,217
2378,158,16,217
2379,158,16,217
2380,158,16,217
2381,114,93,31
2382,158,16,217
2383,158,16,217
2384,158,16,217
2385,158,16,217
2386,158,16,217
2387,158,16,217
2388,158,16,217
2389,158,16,217
2390,158,16,217
2391,158,16,217
2392,184,135,209
2393,206,135,209
2394,128,170,237
2395,128,170,237
2396,197,3,202
2397,197,3,202
2398,119,27,78
2399,119,27,78
2400,119,27,78
2401,119,27,78
2402,111,7,11
2403,60,23,203
2404,60,23,203
2405,111,7,11
2406,175,109,55
2407,175,109,55
2408,172,101,88
2409,172,101,88
2410,172,101,88
2411,132,9,24
2412,132,9,24
2413,172,101,88
2414,172,101,88
2415,172,101,88
2416,167,230,24
2417,167,230,24
2418,22,60,219
2419,77,60,219
2420,77,60,219
2421,77,60,219
2422,22,60,219
2423,22,60,219
2424,22,60,219
2425,231,214,254
2426,160,107,48
2427,160,107,48
2428,160,107,48
2429,231,214,254
2430,160,107,48
2431,160,107,48
2432,160,107,48
2433,190,197,48
2434,24,60,224
2435,24,60,224
2436,24,60,224
2437,161,10,214
2438,161,10,214
2439,161,10,217
2440,161,10,217
2441,161,10,214
2442,161,10,214
2443,161,10,214
2444,161,10,214
2445,30,108,16
2446,30,108,16
2447,20,126,59
2448,20,108,16
2449,30,108,16
2450,77,60,219
2451,77,60,219
2452,77,60,219
2453,77,60,219
2454,12,19,8
2455,207,244,8
2456,12,19,8
2457,210,108,118
2458,185,108,118
2459,12,19,8
2460,12,19,8
2461,175,238,146
2462,175,238,146
2463,165,238,146
2464,175,238,146
2465,175,238,146
2466,158,187,138
2467,158,187,138
2468,163,190,138
2469,140,187,166
2470,140,187,166
2471,163,190,138
2472,163,190,138
2473,163,190,138
2474,231,214,254
2475,22,60,219
2476,22,60,219
2477,22,60,219
2478,22,60,219
2479,66,123,219
2480,66,123,219
2481,66,123,219
2482,66,123,219
2483,66,123,219
2484,66,123,219
2485,66,123,219
2486,66,123,219
2487,66,123,219
2488,66,123,219
2489,66,123,219
2490,66,123,219
2491,51,131,219
2492,51,131,219
2493,66,123,219
2494,66,123,219
2495,66,123,219
2496,66,123,219
2497,66,123,219
2498,66,123,219
2499,66,123,219
2500,66,123,219
2501,20,83,60
2502,23,24,8
2503,5,249,8
2504,25,24,8
2505,23,24,8
2506,25,24,8
2507,210,226,59
2508,210,226,59
2509,210,226,59
2510,210,226,59
2511,210,226,59
2512,210,226,59
2513,163,207,244
2514,163,207,244
2515,137,207,244
2516,163,207,244
2517,163,207,244
2518,163,207,244
2519,210,226,59
2520,210,226,59
2521,210,226,59
2522,231,5,214
2523,231,5,214
2524,231,5,214
2525,231,5,214
2526,231,5,214
2527,231,5,214
2528,231,5,214
2529,231,5,214
2530,231,5,214
2531,231,5,214
2532,231,5,214
2533,231,5,214
2534,148,148,19
2535,148,148,19
2536,158,148,19
2537,148,148,19
2538,158,148,19
2539,223,137,64
2540,223,137,64
2541,223,137,64
2542,223,137,64
2543,223,137,64
2544,223,137,64
2545,223,137,64
2546,223,137,64
2547,223,137,64
2548,158,148,19
2549,158,148,19
2550,158,148,19
2551,158,148,19
2552,158,148,19
2553,158,148,19
2554,158,148,19
2555,158,148,19
2556,158,148,19
2557,22,60,219
2558,22,60,219
2559,201,33,219
2560,201,33,219
2561,201,33,219
2562,201,33,219
2563,201,33,219
2564,55,56,219
2565,55,56,219
2566,77,60,219
2567,77,60,219
2568,77,60,219
2569,22,60,219
2570,22,60,219
2571,74,70,240
2572,34,56,219
2573,22,60,219
2574,74,70,240
2575,55,56,219
2576,137,207,244
2577,163,207,244
2578,211,13,166
2579,242,13,166
2580,242,13,166
2581,242,13,166
2582,24,60,224
2583,24,60,224
2584,24,60,224
2585,24,60,224
2586,200,42,29
2587,190,42,29
2588,24,60,224
2589,24,60,224
2590,200,42,29
2591,200,42,29
2592,200,42,29
2593,157,37,244
2594,157,37,244
2595,157,37,244
2596,157,37,244
2597,157,37,244
2598,157,37,244
2599,157,37,244
2600,157,37,244
2601,8,138,193
2602,8,193,8
2603,8,138,193
2604,43,39,219
2605,33,18,219
2606,33,18,219
2607,8,138,193
2608,8,159,193
2609,8,138,193
2610,170,37,8
2611,170,37,8
2612,170,37,8
2613,249,80,8
2614,249,80,8
2615,170,37,8
2616,249,80,8
2617,249,80,8
2618,163,207,244
2619,137,207,244
2620,163,207,244
2621,137,207,244
2622,163,207,244
2623,163,207,244
2624,163,207,244
2625,150,6,28
2626,155,235,29
2627,144,235,29
2628,144,235,29
2629,195,227,203
2630,195,227,203
2631,195,227,203
2632,195,227,203
2633,193,41,82
2634,193,41,82
2635,193,41,82
2636,193,41,82
2637,193,41,82
2638,193,41,82
2639,193,41,82
2640,193,41,82
2641,193,41,82
2642,193,41,82
2643,193,41,82
2644,193,41,82
2645,193,41,82
2646,203,223,64
2647,203,223,64
2648,246,102,83
2649,246,102,83
2650,170,37,8
2651,170,37,8
2652,170,37,8
2653,170,37,8
2654,170,37,8
2655,170,37,8
2656,224,212,146
2657,224,212,146
2658,224,212,146
2659,224,212,146
2660,224,212,146
2661,224,212,146
2662,224,212,146
2663,224,212,146
2664,224,212,146
2665,224,212,146
2666,224,212,146
2667,224,212,146
2668,224,212,146
2669,224,212,146
2670,224,212,146
2671,224,212,146
2672,224,212,146
2673,224,212,146
2674,224,212,146
2675,224,212,146
2676,170,37,8
2677,170,37,8
2678,246,102,83
2679,246,102,83
2680,195,227,203
2681,195,227,3
2682,195,227,203
2683,195,227,203
2684,195,227,203
2685,195,227,203
2686,195,227,3
2687,195,227,203
2688,195,227,203
2689,214,167,52
2690,214,167,52
2691,214,167,52
2692,214,167,52
2693,214,167,52
2694,214,167,52
2695,214,167,52
2696,214,167,52
2697,158,91,69
2698,5,115,59
2699,19,120,64
2700,19,120,64
2701,19,120,64
2702,19,120,64
2703,19,120,64
2704,19,120,64
2705,19,120,64
2706,19,120,64
2707,19,120,64
2708,19,120,64
2709,19,120,64
2710,19,120,64
2711,19,120,64
2712,203,146,212
2713,203,146,212
2714,203,146,212
2715,203,146,115
2716,95,220,229
2717,95,220,229
2718,95,220,229
2719,95,220,123
2720,244,141,46
2721,244,141,46
2722,13,141,46
2723,13,141,46
2724,13,141,46
2725,85,109,242
2726,85,109,242
2727,85,109,242
2728,85,109,242
2729,85,109,242
2730,99,14,77
2731,99,4,77
2732,69,4,77
2733,69,14,77
2734,99,4,77
2735,190,83,49
2736,190,83,49
2737,114,58,24
2738,63,38,163
2739,252,167,209
2740,252,167,209
2741,252,167,209
2742,205,58,24
2743,205,58,24
2744,205,58,24
2745,247,174,140
2746,247,174,140
2747,218,233,16
2748,218,233,16
2749,252,167,209
2750,216,63,8
2751,216,63,8
2752,249,80,8
2753,216,63,8
2754,216,63,8
2755,249,80,8
2756,134,67,3
2757,134,67,3
2758,134,67,3
2759,134,67,3
2760,134,67,3
2761,134,67,3
2762,134,67,219
2763,134,67,219
2764,246,102,83
2765,246,102,83
2766,134,67,219
2767,134,67,219
2768,246,102,83
2769,20,103,87
2770,249,80,8
2771,216,63,8
2772,216,63,8
2773,249,80,8
2774,216,63,8
2775,127,139,148
2776,127,139,148
2777,127,144,148
2778,127,144,148
2779,127,144,148
2780,127,139,148
2781,127,139,148
2782,127,144,148
2783,127,144,148
2784,127,144,148
2785,127,114,148
2786,127,114,148
2787,127,129,148
2788,127,129,148
2789,127,129,148
2790,134,139,148
2791,134,139,148
2792,134,144,148
2793,134,144,148
2794,134,144,148
2795,134,139,148
2796,134,139,148
2797,134,144,148
2798,134,144,148
2799,134,144,148
2800,127,114,148
2801,127,114,148
2802,127,129,148
2803,127,129,148
2804,127,129,148
2805,167,3,102
2806,167,127,102
2807,167,3,102
2808,167,127,102
2809,167,3,102
2810,167,127,102
2811,170,7,249
2812,170,7,249
2813,170,7,249
2814,170,7,249
2815,170,7,249
2816,170,7,249
2817,218,233,16
2818,144,119,148
2819,144,119,148
2820,152,119,148
2821,152,119,148
2822,152,119,148
2823,9,112,113
2824,9,112,113
2825,144,119,148
2826,144,119,148
2827,152,119,148
2828,152,119,148
2829,152,119,148
2830,147,99,148
2831,147,99,148
2832,152,117,148
2833,152,117,148
2834,152,117,148
2835,80,155,137
2836,80,155,137
2837,203,5,49
2838,203,5,49
2839,203,5,49
2840,203,5,49
2841,48,184,100
2842,48,184,100
2843,40,184,100
2844,40,184,100
2845,40,184,100
2846,203,180,113
2847,205,180,113
2848,205,180,113
2849,223,180,113
2850,48,184,100
2851,48,184,100
2852,195,227,203
2853,195,227,203
2854,195,227,203
2855,40,184,100
2856,40,184,100
2857,180,96,85
2858,180,96,85
2859,180,96,85
2860,180,96,85
2861,127,62,221
2862,127,62,221
2863,160,62,221
2864,127,62,221
2865,127,62,221
2866,160,62,221
2867,127,62,221
2868,160,62,221
2869,127,62,221
2870,160,62,221
2871,203,134,90
2872,203,134,90
2873,203,134,90
2874,203,134,90
2875,203,134,90
2876,203,134,90
2877,203,134,90
2878,203,134,90
2879,203,134,90
2880,190,134,90
2881,188,31,206
2882,188,31,206
2883,188,31,206
2884,214,23,161
2885,214,23,161
2886,214,23,161
2887,214,23,161
2888,180,96,85
2889,180,96,85
2890,180,96,85
2891,180,96,85
2892,132,57,219
2893,132,57,219
2894,132,57,219
2895,132,57,219
2896,132,57,219
2897,132,57,219
2898,132,57,219
2899,132,57,219
2900,93,200,183
2901,93,200,183
2902,93,200,183
2903,93,200,183
2904,93,200,183
2905,170,7,249
2906,170,7,249
2907,170,7,249
2908,170,7,249
2909,170,7,249
2910,170,7,249
2911,197,244,57
2912,26,11,252
2913,26,11,252
2914,26,13,252
2915,26,13,252
2916,26,13,252
2917,26,13,252
2918,26,11,252
2919,26,11,252
2920,26,13,252
2921,26,13,252
2922,26,13,252
2923,26,13,252
2924,170,7,249
2925,170,7,249
2926,170,7,249
2927,170,7,249
2928,170,7,249
2929,170,7,249
2930,170,7,249
2931,134,213,191
2932,134,213,191
2933,146,200,183
2934,144,200,191
2935,134,213,191
2936,236,44,198
2937,236,44,198
2938,236,44,198
2939,236,44,198
2940,236,44,198
2941,236,44,198
2942,170,7,249
2943,73,17,123
2944,73,17,123
2945,73,17,123
2946,73,17,123
2947,73,17,54
2948,73,17,123
2949,157,233,102
2950,157,233,102
2951,142,233,102
2952,34,41,79
2953,34,41,79
2954,34,41,79
2955,34,41,79
2956,34,41,79
2957,34,41,79
2958,34,41,79
2959,34,41,79
2960,8,41,79
2961,8,41,79
2962,34,41,79
2963,34,41,79
2964,6,52,85
2965,6,52,85
2966,6,52,85
2967,6,52,85
2968,6,52,85
2969,6,52,85
2970,6,52,85
2971,39,52,85
2972,39,52,85
2973,6,52,85
2974,6,52,85
2975,39,52,85
2976,39,52,85
2977,8,41,55
2978,8,41,55
2979,8,64,55
2980,8,64,55
2981,8,64,55
2982,8,64,55
2983,6,57,55
2984,6,57,55
2985,6,57,55
2986,6,75,55
2987,6,75,55
2988,6,75,55
2989,6,75,55
2990,6,75,55
2991,6,52,85
2992,127,22,181
2993,181,22,206
2994,181,22,206
2995,127,22,181
2996,181,22,206
2997,157,233,102
2998,157,233,102
2999,157,233,102
3000,249,137,184
3001,249,137,184
3002,16,137,184
3003,249,137,184
3004,249,137,184
3005,16,137,184
3006,99,144,148
3007,99,144,148
3008,104,144,148
3009,104,144,148
3010,104,175,148
3011,150,8,196
3012,150,8,196
3013,191,98,13
3014,191,98,13
3015,191,98,13
3016,191,98,13
3017,242,105,13
3018,242,105,13
3019,242,105,13
3020,242,105,13
3021,214,23,161
3022,214,23,161
3023,96,7,62
3024,91,7,62
3025,140,217,62
3026,140,217,62
3027,190,197,29
3028,190,197,29
3029,190,197,29
3030,190,197,29
3031,190,197,29
3032,190,197,29
3033,125,40,90
3034,125,40,90
3035,19,63,113
3036,36,63,113
3037,36,63,113
3038,236,198,198
3039,236,198,198
3040,236,198,198
3041,236,198,198
3042,236,198,198
3043,236,198,198
3044,236,198,198
3045,236,198,198
3046,229,245,140
3047,229,245,140
3048,229,245,140
3049,158,16,217
3050,158,16,217
3051,158,16,217
3052,158,16,217
3053,158,16,217
3054,158,16,217
3055,239,245,140
3056,239,245,140
3057,239,245,140
3058,239,245,140
3059,239,245,140
3060,158,16,217
3061,158,16,217
3062,158,16,217
3063,158,16,217
3064,158,16,217
3065,158,16,217
3066,158,16,217
3067,127,22,181
3068,127,22,181
3069,181,22,206
3070,181,22,206
3071,127,22,181
3072,181,22,206
3073,127,140,181
3074,127,140,181
3075,181,140,206
3076,181,140,206
3077,127,140,181
3078,181,140,206
3079,195,62,203
3080,195,62,203
3081,195,62,3
3082,195,62,203
3083,195,62,203
3084,195,62,3
3085,127,140,181
3086,127,140,181
3087,181,140,206
3088,181,140,206
3089,127,140,181
3090,127,140,181
3091,181,140,206
3092,181,140,206
3093,195,62,203
3094,200,62,203
3095,195,62,3
3096,195,62,203
3097,200,62,203
3098,195,62,203
3099,195,62,3
3100,195,62,203
3101,127,140,181
3102,181,140,206
3103,127,140,181
3104,181,140,206
3105,120,140,181
3106,120,140,181
3107,120,140,181
3108,188,140,206
3109,188,140,206
3110,120,140,181
3111,188,140,206
3112,120,140,181
3113,188,140,206
3114,102,188,224
3115,102,188,224
3116,102,188,224
3117,118,188,224
3118,118,188,224
3119,102,188,224
3120,118,188,224
3121,102,188,224
3122,118,188,224
3123,115,184,224
3124,115,184,224
3125,115,184,224
3126,130,184,224
3127,130,184,224
3128,115,184,224
3129,115,184,224
3130,130,184,224
3131,130,184,224
3132,115,184,224
3133,130,184,224
3134,102,188,224
3135,130,184,224
3136,115,184,224
3137,115,184,224
3138,130,184,224
3139,130,184,224
3140,115,184,224
3141,115,184,224
3142,130,184,224
3143,130,184,224
3144,115,184,224
3145,130,184,224
3146,115,184,224
3147,130,184,224
3148,115,184,224
3149,115,184,224
3150,77,102,240
3151,77,102,240
3152,77,102,240
3153,82,102,240
3154,82,102,240
3155,82,102,240
3156,77,102,240
3157,77,102,240
3158,82,102,240
3159,82,102,240
3160,102,188,224
3161,118,188,224
3162,161,10,214
3163,161,10,214
3164,161,10,214
3165,161,10,214
3166,161,10,214
3167,161,10,214
3168,153,15,191
3169,153,15,191
3170,161,10,214
3171,161,10,214
3172,161,10,214
3173,161,10,214
3174,161,10,214
3175,161,10,214
3176,153,15,191
3177,153,15,191
3178,102,10,214
3179,107,10,214
3180,102,10,214
3181,107,10,214
3182,10,143,254
3183,10,143,254
3184,57,87,199
3185,57,87,199
3186,57,87,199
3187,57,87,199
3188,57,87,199
3189,57,87,199
3190,57,87,199
3191,57,87,199
3192,10,145,254
3193,10,145,254
3194,10,145,254
3195,100,6,217
3196,100,6,217
3197,100,6,217
3198,100,6,217
3199,100,6,217
3200,100,6,217
3201,142,220,113
3202,142,220,113
3203,142,220,113
3204,142,220,113
3205,142,220,113
3206,74,70,240
3207,74,70,240
3208,74,70,240
3209,82,70,240
3210,82,70,240
3211,82,70,240
